,Nickname,Visit,Title,Review,Traveler_type,Families
819,Off2seetheworld13,16-Jun,Delicous,"Very nice place to eat a great lunch. Burgers and apettizer. French fries are incredible and the 5 Napkin Burger is amazing. Very nice people working there, good attention. Prices are also OK",Couples,
820,Caryn612,16-Jan,Matzoh ball soup like grandma's,One of several recommendations from the concierge at Marriott Marquis Times Square. He was spot on! Had the avocado burger and fries and even though it wasn't cooked as well as I requested it was still amazing! It was hot fresh and juicy the way...More,Friends,
821,Mitchelllafrance,16-Jul,"Great burgers, and super friendly and helpful staff","The burgers at this restaurant in Hells Kitchen are fantastic! Having gone to eat here on one of the hottest days of summer, however - not such a  great idea!  The A/C was clearly not working, and it was HOT in the restaurant.  The seats...More",Solo,
822,Melissa H,16-Jul,Best burger in the city,"Wondered upon 5 Napkin Burger with a group of friends while in NYC. It was 6:30 pm on a Saturday and we wondered in without reservations. Within 20 minutes, we were being sat to a table and the service was very good. Everyone enjoyed their...More",Business,
823,Food4thoughtnow,16-Jul,Great at lunch!,I had to order the matzoh ball soup because I figured it would be good in NYC and I was right. Burgers and fries are amazing.,Business,
824,JWC_54,16-Jul,Best burger in NYC,"Went here very late one night...  the burgers and service are excellent, and the wine is reasonably priced.  For this, I give it 4 stars.

The fifth star is because of the helpfulness of the hostess.  

I happened to leave my glasses on a table...More",Couples,
825,RobKeri2,16-Jun,Amazing bun!!,My friend & I shared the 5 napkin burger & tuna steak burger - they were both excellent! Highly suggest the tater tots with cheese in them!,Friends,
826,efm16,16-Jul,"Wonderful, including gluten free options",Love the name of the restaurant and it fits the experience. You will need extra napkins when you are enjoying the Hamburgers.  We went here before a matinee.  The service was fantastic and the food was delicious.  You will not leave hungry.  The five of...More,Friends,
827,megga2015,16-Jun,"I don't like burgers, but I liked this one!",5 NB may be a chain but they do make a great burger.  I had their classic burger and it was delicious. The cheesy fries were well prepared and very tasty. Service was fast and friendly. Highly recommended over a Panera for a quick but...More,Couples,
828,Sari K,16-Feb,Dry burgers,"We had an Open Table check for $20 for 5 Napkin Burger. We had never heard of it or been there, so we thought we'd try it. Wait staff was so friendly and attentive. We ordered the 5 Napkin Burger dripping with Gruyere cheese. Ordered...More",Couples,
829,LaineyJ5,16-Jun,Great Family Meal,"Loved this place. For one, this restaurant is large with comfortable seating. Second, the food was delicious, large and tasty burger and crispy fries. Thirdly, gluten free! They have buns, a dedicated fryer and everyone knew what was going on with gluten free needs. Definitely...More",Friends,
830,Ely & Sari C,16-Jul,My best Burger in NYC,"Excellent burgers! Great menu choice. My husband loves burgers, so we decided to stop in. We enjoyed the food and our waiter was excellent.",Friends,
831,R S,16-Jul,Best burger ever eaten,"Burgers were all quite musty. Beefs were quite dry, not juicy at all. 
Restaurant atmosphere is quite noicy. Service was fast and friendly.",Families,
832,travelbugg75,16-Jul,Delicious!,"Good meal walking distance away from the hustle and bustle of Times Square. For families with kids, it had good variety for both the kids and the adults. Accepts reservations which is huge with tired kids in tow. We went there twice during our trip...More",Couples,
833,UmitTR,16-Jul,Not the best not the worst,"We were a group of of friends that came to the Five Napkin Burger  to eat after a recommendation from a friend from work. We enjoyed very much, it was very tasty the service was very friendly and quick. Memorable and we will return next...More",Friends,
834,Jerry  E,16-Jun,Mr,"NY is famous for their hamburgers. And the best ones are served a 5 Napkin. 

They offer a great variation of burgers and they are very tasteful.",Friends,
835,Aleescandonm,16-Jun,Great burgers and shakes,"This place was one of, if not my favorite burgers.  Delicious!  Great atmosphere and I have always had great service.  
The signature 5 napkin is a particular favorite of mine. Server said they have also started to add more cheese to burgers, so they won't...More",Solo,
836,Beckwith8,16-Jun,Really great foid,I cant say it was the best in NYC but above the average. Burger and the bread was good however the souce on the burger that i didnot like. Service and the staff were good and if you want to eat at a typical NYC...More,Couples,
837,BROWNIE32,16-Jun,Pre or Post Theater eats,We ate the Hell's Kitchen location. The menu offered more than just burgers and is online so you can check it out before you go. The food was good and at a fair price for the area. The service was excellent. The seating is a...More,Families,
838,Stacey C,16-Jun,Tasty,"Great burgers and shakes!
It is located near Times Square.
The place is nice and decor is lovely.
Staff was very helpful.
Burgers were delicious. Good quality of the meat.
Vanilla shake was very good and the cheesecake was amazing!",Couples,
839,KristiM764,16-Jun,Different experience for everyone ,First day in New York City in 30 years. Daughter of couple we were with took us here.  I'm not usually a big eater but I ate my whole Korean BBQ burger without a problem. Had a local brew to wash it down. Prices were...More,Solo,
840,NXM76,16-May,Best burgers in New York,"Right in the middle of the theater district,this is a nice place to get a good meal for a reasonable price. We are not meat eaters, so a beefburger is not an option for us. There were plenty of other types of food for all...More",Solo,
841,jaybirdrcky,16-Jun,pretty good,Very good burger and fries. Will not disappoint for sure.  It was recommended by our hotel and it was a short walk over!  Can't wait to go back!  Highly recommend.,Couples,
842,mcain497,16-May,Great Restaurant in Hell's Kitchen!,"My husband, my 8 year old and I visited 5 Napkin Burger for a Monday night early dinner. We got a table right away but the place was still really busy.
Our server was great and attentive right from the start.
There were a lot...More",Couples,
843,ido8all,16-Jun,Love the burger salad ,We tasted burgers all over the place in New York but I think 5 napkin burger was the best by far.  Don't make the mistake of thinking that Shake Shack is representative of burgers in NYC.  They have nothing on 5 napkin burger!  The burgers...More,Solo,
844,Emiliamo82,16-Jun,Great!,"Staff was very helpful in helping us with our orders, Pimento Burger - cooked perfect, plain burger - cooked perfect,  Brooklyn poutine - a little on the salty side - but good.  cheddar tater tots - OK. The teas were really not that good and...More",Couples,
845,LKane2,16-Jun,You won't be disappointed,"We were staying at the Staybridge on Times Square and after a full day of tourism we asked our doorman Bradley for a good, medium priced American restaurant. Five napkins was a short walk away. It was busy but we waited less than five minutes...More",Solo,
846,Beulah41,16-Jun,Best Burger I've Had- EVER,"If you love burger but worried about the calories that you get with the bun, at ""5 napkin burger"" you can find stunning burger salad. 
The place looked very touristic which is a big turn off for me however the patty was so good and...More",Couples,
847,TommyH733,16-Jun,Family Meeting Spot,"Tasty food and super Velvet Mule, you can have a great dinner or just a drink. Very nice also the location, waiters kind and fast!",Families,
848,NDMorrison06,16-Jun,Good burger and beer,"The burgers at Five Napkin are fantastic. We tried the classic Five Napkin burger, double cheeseburger, veggie burger and avocado ranch burger. All were excellent. The cranberry iced tea was super too!!",Business,
849,ArkansasAmtraker,16-Jun,Great eats for after the show,We somewhat stumbled into 5napkin. My husband wanted a burger & I wanted fine NYC dining. This restaurant is all the above and more. I had what I would say was an elevated burger after hearing people rave and my taste buds were pleased. Nice...More,Friends,
850,Janette H,16-Jun,Amazing Burger!,"What a wonderful place for lunch.  Sushi, Burgers, and salads, were had by all.  Desserts were wonderful.  Staff is great!   Will come back, that is for sure.",Friends,
851,DM347,16-Jun,Stick to the Burgers,One of the best things about this place is that it is out of Times Square and you can get away from the chaos in that area! The table had avocado hummus as an appetizer and it was AMAZING.  I had an avocado burger and...More,Couples,
852,katafanatic,16-May,Hidden gem,"We had come from all different directions: two from a play, one from a Mets game and one from his home in Manhattan. What we all wanted was a good place to eat that wasn't too expensive and that stayed open late enough to accommodate...More",Couples,
853,stansvl,15-Jul,Great burgers and shakes,"We have visited 2 of the 5 Napkin Burger restaurants in New York and the best burger we had was at this one, the original 5 Napkin Burger restaurant. The restaurant itself is large and very noisy with a quick turnaround on the tables. There...More",Families,
854,JCStover,16-Jun,Mixed reviews,"First time here...rated as average as the next rating of very good was a reach.  Went as a couple, and my girlfriend stuck to the burger and was not disappointed,  Not the best burger she ever had, but good and the fries were average.

We...More",Friends,
855,Christen D,16-Jun,The Best Burger You've Ever Had,"Found this place by accident, wow, what a nice place for dinner, we sat outside and had a lovely few beers / burger & fries / icecream & cheesecake and watched the world go by.... great food, nice staff
would highly recommend if in N.Y",Friends,
856,Jodiebchapman,15-Nov,Burger on point ,Rather crowed but kid friendly. Good service so the wait was not unreasonable. The burgers and shakes were great!,Friends,
857,dj52014,16-Jun,Super server!,"My husband is searching for a great burger in NYC. It wasn't here. He ordered it medium but it came medium well. If you aren't picky, it's probably fine but he likes a good juicy burger and didn't get it here. I got the salmon...More",Families,
858,bob375,16-Jun,The reviews don't make sense,The burgers were amazing! A friend and I ordered the 5 Napkin Burger and the Pimento Burger and split them to try both. The 5 Napkin burger was amazing and the bacon on the pimento burger was crisp and thick. The fries were crispy and...More,Business,
859,TeamH_12,16-Jun,Great Burger Restaurant,"Amazing burger, it was mouthwatering but the staff and atmosphere left something to be desired. It's okay though because the burger made up for it. Fancy it right now actually...",Couples,
860,jmt1009,16-Jun,"Good food, moderate prices, in theater district","We have been here before and service has always been good.  However the server tonight was truly excellent!  The place was full inside, so we were offered a table outside.  The weather had changed to cooler with blustery winds.  The server saw that we were...More",Business,
861,doozerkitty,16-Jun,Don't understand the great reviews?!,This is a very average place - in some terms sub average.  Went in for a late lunch at 2:30pm.  We were seated promptly in an almost empty restaurant.  Waiter came around asking what we'd like to drink 10 minutes later.  Another 10-12 minutes passed...More,Couples,
862,589MichaelP,16-Jun,Great food in relaxed surroundings,"Again a walk by find, almost full with lots of locals in a good sign. Excellent staff, very helpful. Nothing too much trouble. Great burgers/ribs, massive child's portion for our little one. Overall a great place that does what it says on the tin. Highly...More",Business,
863,Chelsea B,16-Apr,Tasty tasty tasty,"First, they take reservations, and will have a table when you arrive. Food is good - attractive fresh salads, good burgers (even the rare Ahi tuna burger was excellent), delicious fries. Clever and tasty iced tea concoctions.
Prices are about $15 for a burger and...More",Couples,
864,EventPlanner_7186700,16-May,Great Burger!,"We went on a Thursday at 4:30 and were seated right away. I ordered the texacan salad with a burger done medium rare, which was slightly under done.  The salad lacked flavor and I had to order additional dressing. The poutine also lacked flavor. The...More",Business,
865,Northern_Traveler00,16-May,A great quick option in the theater district,Good choice of burgers - very tasty. Excellent selection of beers. Comfortable informal restaurant with efficient service. Popular but we managed to get a table without any waiting. Very good hot wings.,Families,
866,Pals4NS,16-May,Yum!,"Coming from someone who is pretty picky around red meat, this was probably the best burger I've ever eaten. I really wasn't even in the mood for a burger either, but I can't believe that I almost turned this meal down.The concierge at Manhattan in...More",Business,
867,Claire422,16-May,"Juicy burgers, generous portions and a good vibe.",I went here on recommendation of concierge from my hotel. Restaurant was jam packed. I was getting carry out so waited at the bar. Nice beer and wine selection. Got a double cheeseburger. I like them well done...odd that the bottom patty was well done...More,Couples,
868,LibertyStreet,16-May,Casual dining and great staff,"We've been before, we'll be back again.  Got there at 6PM with a 7:30 curtain for Hamilton, told the server we were in a rush and boy did she come through.  We ended up lingering just a bit to make it to 7PM, but could...More",Business,
869,FluteyJane,16-May,"Great food, great service!","Huge portions, delicious food and yummy drinks!  Bring your appetite and a bib.  The burgers are huge, the ribs are sticky and the service is excellent.",Friends,
870,joelwilson48,16-May,Great Burgers ,"We dropped in for dinner, after checking out the menu. We weren't disappointed!
Hand made juicy burgers, tasty fries and a varied menu.  Their drinks menu is good, some unique cocktails that had something for all tastes. Not a cheap meal, but friendly prompt service...More",Friends,
871,Boaz B,15-Oct,My favorite restaurant in New York,"I like their hamburgers (but don't love them) but I go back because the environment is the food is fine, the environment is very pleasant, the prices are reasonable, and the staff had never been anything but friendly, courteous, and attentive. This visit was mid-afternoon....More",Families,
872,Lisamarch,16-Mar,VERY TASTY ,A lively restaurant with a friendly atmosphere. The staff were polite and helpful and the service was prompt. The Texan salad with Chipotle shrimp was delicious!,Solo,
873,john b,16-May,Damn good burger,"Avocado Ranch Burger - Very very Good
Onion Rings - Very Good
Teriyaki Salmon Burger Bowl - Superb 
Chicken & Waffles - Exquisite
Korean Barbecue Burn - Good (ours was a little rare for our liking)

Great restaurant & atmosphere located in Hells Kitchen, one...More",Friends,
874,Rob_Madison_NJ,16-Apr,Great Burger and Ice Cream Sundae!,"A fun and pleasant atmosphere
High level of service
The food's really good, especially the salad with the burger",Solo,
875,IrmaY_12,16-May,"Great food, not only the burgers",Enjoyed an early lunch with my husband and teenage son.  Great food and service.  Prices were reasonable and good portions.,Friends,
876,patstyle,16-May,"Good, but I've had better burgers in my life","They say the Best burger ever. I say maybe the best I ever had. It's the meat. I would use more cheese but I could taste it. I got the double burger with cheddar, lettuce tomato and onion. I think they forgor the onion. My...More",Families,
877,CJBeeton,16-May,Burger it!,"We have been here 3 times now and always enjoy this place.  We have had the wings, Original burger, Avocado Ranch Burger and Ahi Tuna Burger.  All were very good... but the topper is the Espresso Brownie Sundae with caramel and salted peanuts.  Get this!!!!",Business,
878,Pompeysmurf,16-May,Popped in for tea,"The service is quite slow and you need to ask for things quite often. The food is amazing, all burgers, and the burger bowls. The avocado hummus is simply delicious!",Solo,
879,GracieAB,16-May,Great Burger,It's a nice diner.Had a regular burger which was a little overcooked but good.Also had some fries that are quite tasty and a beer.I've definately eaten better burgers and fries in my life but it's worth a stop.Just a little too expensive for what you're...More,Couples,
880,Céline B,16-May,bad experience,"That sure was a tasty burger..mmmmmmm. Busy restaurant but didn't have to wait to be seated or served. Good atmosphere with friendly and helpful staff. Burger was as ordered (medium) and juicy. 5 napkins may not be enough. A little pricey for a burger, but...More",Families,
881,Michael-James_Lee,16-May,Great Burgers,"We were recommend this restaurant by one of the tour guides on the hop on hop off buses .lovely place with great atmosphere  .the staff were friendly and pleasant .the food was very nice and well presented,it is  very loud and very busy  .but cheap",Business,
882,peapod1956,16-Mar,"Good burger, overcooked chips",The two of us had the Five Napkin Burger special and agreed that it was the best burger we had ever eaten. It's a 10 oz. burger that comes with fries. The restaurant itself is modern and clean.,Solo,
883,Leanne G,16-Apr,Delicious food and great service,"Unfortunately, we had a bad experience with this restaurant which was recommanded : the 5 napkin hamburger was very greasy, and I got really sick ! It just ruined my afternoon !",Business,
884,Luccia_P_R,16-May,Popular for lunch and dinner.,"This burger joint offers a selection of great tasting burgers and other American style food, this place has a great atmosphere and some great service too",Business,
885,PattyLongIsland,15-Nov,"Inventive, Juicy Burgers and That's Not All","We visited March 2016, busy restaurant. Burger was good but chips/ French fries were somewhat overcooked, service rushed.",Friends,
886,88oliverk,16-May,Great burger,"My husband said he had the best burger of his life here (and that's saying something) and I had some really amazing ribs. Everything was done just right and the chips were fantastic too, crispy and delicious. Excellent food and really excellent service!",Couples,
887,Boston2NC,16-May,Best meal of the trip,The restaurant located on 9th Ave. in Manhattan we ate lunch on a Sunday afternoon. They serve Angus beef burgers in various combinations. My husband and I chose the Napkin Burger (see photo) consisting of a 10 oz. burger with caramelized onions and gruyere cheese...More,Families,
888,EBO-ROO,16-May,Best Burger ever,"5 Napkin Burger has several locations in NYC, this one is for the restaurant in Hell's Kitchen. Have been here twice and never been disappointed. These are some of the best burgers in the city. Burgers are thick and juicy with flavorful toppings. Shakes are...More",Business,
889,Emily W,16-May,One of the best burgers I've ever eaten,"One of the thickest, juiciest burgers I've eaten. Asked for a medium cooked patty - got a perfectly cooked medium patty. Great quick and efficient service, great beer selection and a cool hip decor and vibe. Only downside in this very busy location is that...More",Solo,
890,rockyfitz,16-Apr,Good Food/Good Service,My wife and I are here. Quick and friendly service. Onion ring appetizer was outstanding. I had them put the tuna steak on a burger salad and it was outstanding. My wife had the veggie burger w fries and she absolutely loved it. Everyone who...More,Business,
891,LAFAMILLEG11231,15-Jul,GREAT BURGER & SWEET POT FRIES,"We visited 5 Napkin Burger on 9th twice for lunch and absolutely love it. The people are so nice and so is the food. Both times all six dishes were great, including the sushi !!
We thought the 5 Napkin Burger was delicious and so...More",Friends,
892,laurarQ9201TZ,16-Apr,Lovely burgers,"If you're in Manhattan, definitely get a 5 Napkin burger, and I can also highly recommend the bacon & cheese tots.

There are several types of burger on the menu, mine was impeccably cooked, and the service was spectacular. I had such a good dining...More",Friends,
893,JimJens,16-May,Burgertime,"Perfect for a quality burger, and has an extensive beer list.  Food was fast, fresh and served with a friendly manner.",Couples,
894,catherinek07,16-May,DELICOUS and QUICK,"A fast food feel with better food. Burgers are good decent size and fries alone are worth it.
Friendly fast service",Friends,
895,TeisT,16-May,Burger Restaurant,Best burgers we had in New York. Nice (crowded) place with nice staff and really good food! Definitely a must go if you are in New York.,Business,
896,ptkc,16-Apr,Great place for a bite to eat after a show,"Great taste, very nice place. Right in the middle of Manhattan, off Broadway. Burgers & beers and good company.. I'll be back:-)",Solo,
897,NJWorldTraveler3,16-Apr,Average burger at high prices,"all our food was excellent, the tradition burgar, the avocado and the veg.....the sweet chili wings were delicious  ...kids grilled cheese good enough for adults...sweet potato fries yummy....go here!  quick  in and out in 40 minutes in time for a matinee show..",Couples,
898,sarahd209,16-Apr,Great burgers,"The place is very busy so you might have to include some waiting time
The staff is friendly and generally the service is good. The restaurant is very New Yourker like with noice round you but in a friendly way 
We had burgers and found...More",Couples,
899,smsmsm,16-Apr,Great Burgers,"We stopped here after seeing Kinky Boots on Broadway.  We ordered a hodge podge of food and drinks.  Everything was great...strawberry milkshake was excellent.  Their mixed drinks were great as was their root beer float.  Onion rings are unique and crispy.
Would definitely return to...More",Couples,
900,5Muses,16-May,Dry cold burger.,"Always crowded so we expected something better. Pretty average burger and fries at close to $20. Not as good as shake shack!

Quite disappointed as based on the reviews we expected much better. Service was good and burger was cooked as ordered.",Families,
901,Vivyrox,16-Apr,Delicious!!,"Came here after reading all the great reviews ( and it was handy for our hotel!) and was not disappointed . Excellent service from Filip . good beer and wine and two delicious burgers! hubby had the 5 napkin cooked perfectly medium rare , while...More",Friends,
902,Parisienne_70,16-Apr,one of the best burgers,"This is my second diner over the past year. My wife had the shitake mushroom burger and I had the Ahi Tuna burger...both were exellant and the fries were perfect.
My only gripe was the charge of $19 for a martini...this is a burger house...More",Friends,
903,Afind2014,16-Apr,"Best, Best, Best burger in NYC!!! ","The only disappointing meal I had in Manhattan. Now, I'm not a foody. I don't eat for entertainment. I just want a hamburger that is moist & warm...not on a cold bun for $17.50! I did enjoy a vanilla shake there.",Friends,
904,Sarah G,16-Apr,Great meal!,"Just had the most delicious lunch: burger, fries and beer! I had the BBLT burger with sweet potato fries, my husband the 5 napkin with normal fries... Everything was perfect, including our super friendly and helpful server... Would definitely come back again :)",Families,
905,JHBM,16-Apr,Working Lunch,"This restaurant is considered as one of the best burgers of NY city from the (French) friends of NY blog
Excellent burgers, good service, children friendly",Families,
906,giselameister,16-Apr,So good!,"3rd visit, this is the absolute BEST burger in NYC. 

I always get the 5 napkin burger cooked medium and it has ALWAYS been consistent. The caramelized onions and rosemary aioli are to die for!!!",Solo,
907,John24th,16-Apr,Gorgeous burger ,"After meandering round Hell's Kitchen, we chose 5 Napkin Burger for our Sunday evening meal. There was a great buzz in the restaurant and although we had to wait at the bar for our table, we were sat down within 10 minutes of arriving.

Our...More",Families,
908,BAndy24,16-Apr,5 Napkins required,"Went here with 3 colleagues for a short lunch.  The burgers were excellent, cooked as requested and I can certainly recommend the guacamole version.  One of us had tacos so it was good to see those as well - these are not small helpings and...More",Business,
909,Rock_Chicago28,16-Apr,Decent place for a quick bite,"The service was awesome! We had mock cocktails....the bellini was like the real thing!!!!!~  The shrimp salad, the burger, the fish tacos were awesome!!!  Will go back!!!  Very centric too!",Friends,
910,MuchSaid,16-Apr,Meh. Ok. Had better. ,"The restaurant is located on 9th avenue which has a great selection of places to eat if this particular venue doesn't take your fancy. However, if you want a great burger this is perfect. Very tasty indeed with fresh, smoky and meaty flavours. As a...More",Families,
911,AdventureSeeker84,16-Apr,Cool Place! Great Burger!,"Headed here twice on our trip to NYC. Good serving sizes, burgers delicious and flavoursome. Staff reasonable, felt a little impersonal due to size and high traffic of customers. Prices reasonable for food, drinks expensive. Recommend to try for the experience and you might need...More",Couples,
912,BRosaJr,16-Apr,You will need 5 napkins,Went here few weeks back and was quite satisfied with the food and service. And best part was the time they took to prepare the food... It was really quick. Lots of choices in the lunch menu and prefect place for quick lunch. I tried...More,Couples,
913,Grenalidades,16-Apr,Mix feelings,"Went for a bite to eat. Must say I have been before on my last trip and was very impressed. Service was great if not overly familiar for us Brits, endless asking if we are okay began to get annoying. Chicken wing starter was great....More",Families,
914,Jackie P,16-Apr,Yummy and juicy!,"Big, juicy burger! Come hungry. Cool atmosphere. The seating is a little tight. The s'more shake was very good! Price is a little high. Overall it was a great choice. I would go again.",Friends,
915,amragl,16-Apr,Great American food and serv,Awesome. Friendly staff. I recommend the BBLT burger. Bacon burger with a spicy mayo. No room for dessert after eating that.,Business,
916,travelchica0,15-Nov,Try the veggie burger,"The size of the food definitely remind you that you are in the States. Although the food taste good and juicy the food is uncomfortable big. As my sister said ""if I need to create a system to eat this I don't want to eat...More",Friends,
917,Svetlana_Jam,16-Mar,a bit expensive but atmospheric...,"If you want a delicious hamburger and fries, this is the place!  One word of caution though, if you want your burger on the pink side, don't order medium.  Apparently medium rare is what you need to order.  Ours were tasty but there was no...More",Families,
918,suealderman,16-Feb,Good Bugers,"I wanted to eat some American Burger with quality, and boy it was delicious!l my wife could not stop eating from my plate.
My wife ordered a salad which it was really good too!
We also ordered a bottle of wine and the bill was...More",Friends,
919,CountVanCount,16-Jan,Best burger so far,5 napkin is my go to place when friends want burgers in the city. The veggie burgers are delicious and the fries are good too. My meat eating friends consistently order veggie burgers here after hearing me rave about them!,Business,
920,jama1991,16-Apr,Good but messy,"It was my birthday in NY, many thousands kilometers far from my home. I'd like to visit one of the highest view top in NY and to eat really American food. And I DID it.I looked at NY from the 70th floor of Rockfeller Plaza...More",Couples,
921,carol116,16-Mar,Great spot,"It was a nice and clean place, the food was very good and they had other choices besides burgers.  Not to overpriced either. seemed to be a very popular place, we did have to wait for a table.",Families,
922,Timothy K,16-Apr,Too salty and..,From all the different burger joints I tried in NYC this was so far the best one. Had the Korean BBQ. The restaurant has a great interior (it's an old slaughterhouse with hooks hanging from the ceiling). Will definitively come back.,Business,
923,CarolinaTru,16-Apr,Best Salad Ever with Burger,"Went for lunch with friends. I had the burger. Others had grilled cheese and bacon,  burger of the day, etc. All our choices were good, but the name fits, you will need napkins. Four of us ate for @$80.00, not unreasonable for NYC. Friendly wait...More",Friends,
924,Jennifer L,16-Apr,"Excellent burgers, fun place","One of the best spots we went to.  Ours wasn't a gourmet visit to NY, wanted more casual dining. This hit it on the head.  Sat at the bar waiting for a table (20mins)  Buzzy, great cocktails, good burgers.  And it wasn't expensive which in...More",Couples,
925,PKWTraveler,16-Apr,Good Burgers,"Popular burger bar. Had their house burger - the Five Napkin. Too much salt. Service very iffy. Had to ask three times for a glass for my beer, each occasion receiving the response: 'you got it!'. Well, I didn't get it and a fourth request...More",Friends,
926,W-Hartford_CT,16-Apr,"Crowded, But Good Pub Food",The burger salad was fantastic.  This salad had plenty of cut vegetables that were full of flavor and mixed greens with THE BEST BURGER on top of that.  It was a truly memorable meal.  My grandson loved his more traditional burger and fries.  I wanted...More,Families,
927,Dara F,16-Apr,Eclectic Mix of Great Food and Drink,"We stopped in for lunch on a chilly and rainy Monday, and found it bustling and fun, sitting in our window booth.  We loved the 5 Napkin burgers and the fries, and had quite a feast. Service was great, prices were high (as usual for...More",Business,
928,Steph W,16-Apr,Quick service & great food,"We ate here before the theater and it was a perfect choice.  Lots of burgers to chose from, each better than the next.  They come with fries that are really good.  I also loved the onion fries.  Milkshakes are on the menu if you are...More",Friends,
929,DarrenWicks,16-Apr,Great burgers! Great service! Great ambience!,"Even though it is on 9th Avenue the place can get very busy.  Tables are close together.  Friendly wait staff.  Burgers are their specialty and, according to my daughter, there were very good.  I had the fish tacos, which were surprising good and ample.  If...More",Business,
930,Alon S,16-Apr,Nice burger,"This restaurant has a great atmosphere and some really funky food choices that accompany the burger selection. I have never gone wrong when eating here. This past visit, we had Bubby's chicken noodle soup as a starter and were blown away by the taste! The...More",Business,
931,548katep,16-Apr,Not a huge burger fan but this place was great!,This restaurant has a fun and cosy vibe. You can opt to either eat at the bar or sat at a table. We recommend the 5 napkin burger.,Solo,
932,Topcat1980,16-Apr,Very tasty burger,Stumbled upon this place by accident and the great reviews on here convinced me to try it for lunch. I had the BBLT burger which was cooked medium rare to perfection. The service was exceptional. Recommended!,Solo,
933,TravelingWeWillGo,16-Apr,Great burger,"Had the standard burger. It comes with (amazing) French fries on the side. The beef was good but the overall burger was a bit ""sad""... No lettuce nor tomato or onions. A little bit dry. Price is reasonable as well as the atmosphere. Overall 4...More",Solo,
934,jamessS4195KM,16-Apr,Fantastic little find,"Great with kids, staff were fab and music/atmosphere was excellent. Kids enjoyed their milkshakes and parents enjoyed a crisp glass of sav blanc. Kids enjoyed their hot dogs and I thought the lamb burger was delicious. Went early enough so were seated in a cosy...More",Solo,
935,rickboot,16-Apr,Best burger I've ever eaten!,"We really enjoyed our visit here. The place is noisy, so maybe not the place for an intimate or romantic meal, however it is otherwise worth a visit. 
There is a good selection of burgers (including turkey, Tuna and veggie) and also a nice selection...More",Solo,
936,654stacyf,16-Apr,Great Food ,"My daughter wanted to eat here and we were not disappointed. The burger was huge and juicy, the fries fresh, crispy and delicious. It was pricey but great food, a nice atmosphere and wonderful service. Would eat here again",Couples,
937,nadiaandfamily,16-Apr,"Good food, good vibe!","Ate here with family and friends twice on a recent trip to NYC. On both occasions the food and service were excellent. The restaurant gets very busy in the evenings but that does not mean standards drop. 

Anyone looking for a place to eat either...More",Friends,
938,Ran G,16-Mar,Very good burgers ,"Popped in on a Tuesday night and so glad we did,  The place was packed and we was told there was a 45 min wait. We got given a buzzer and was told we could get a drink at the bar. We ended up being...More",Couples,
939,merci63,16-Mar,"Good burger, not a NY portion",All the food we ordered was so delicious. The Hells Kitchen Wings appetizer was very good. The burgers were so juicy and tasty and the reason it's called 5 Napkins is because you need at least 5 napkins when eating your burger. One of us...More,Business,
940,a_Coeliac,16-Mar,Great Atmosphere and Great Food,"Ate here as a family, waited at the bar for 15 minutes before being seated, but worth the wait.  The 5 napkin burger was delicious, I swapped the fries for sweet potato fries which were great.  Would also recommend the steak frites! The kids meals...More",Couples,
941,Bergeneddi,16-Jan,best burger in Hell's Kitchen,"Been here for beer and burger with some friends, sited on the bar. Service was good and the five napkin burger is delicious.
Good atmosphere and good alcohol. Good place to start the evening.",Couples,
942,Gmaraujo58,16-Mar,After theater hit!,"Went here on the recommendation from our concierge at our hotel, was busy but as we were 2 people it wasn't hard to find a seat for us. Ordered the class napkin burger, good taste really nice but very tight on the chips portions considering...More",Families,
943,FamilyTraveler623,16-Mar,"Good burger, unfriendly service and staff",It was my first time eating here and so we had booked a reservation. We did have to wait a few minutes for the table as the place was completely packed (we went on a Friday night) but it was well worth the wait. We...More,Business,
944,Renno2355,16-Feb,Best ever,"Maybe six napkins if you are bit of sloppy eater(I am). ery juicy and delicious. Not a flat but a thick, large burger. Recommend.",Couples,
945,RugglynMel,16-Mar,Best burger!,"Went after Kinky Boots- we had a drink, the buffalo wings and jerk ribs. The wings were good and the pork was soft and falling off the bone - the jerk was basic but in the context a really good meal and reasonable late nite...More",Business,
946,Dan W,16-Mar,Terrific!,"The burgers were good, but there are a ton of places to get a good burger.  The hostess was not very friendly, does not smile (not a great first impression) and the waitress was also not friendly. She actually rolled her eyes at us a...More",Friends,
947,Batmanbinsuperman,16-Mar,Disappointed ,I not a lover of burgers but you expect to get the best in New York we weren't disappointed. The restaurant is great and the staff are only to willing to please. I had a medium rare burger which was served just as requested not...More,Friends,
948,Kebert3,16-Jan,Not worth the hype,"Really great burger, staff all lovely. Washed down with a couple of Manhattans which were well made if a bit pricey (but they always are). Best burger I've ever had, we went back 2 nights later!",Couples,
949,MaggiePaul,16-Mar,Great burgers with a hip vibe,"Always really enjoy the food here. Had the edamame hummus for the first time - amazing! Veggie burger great as always, my wife's 5 Napkin burger cooked perfectly. Chocolate cake for dessert awesome - would add some ice cream. Staff very friendly. It is a...More",Friends,
950,JohnLonsdale1965,16-Mar,Good burger and good atmousphere,I read the reviews and all but I didn't like it. The beef didn't taste that good. I recommended the shakes and the appetizers but the burger are disgusting.,Friends,
